id,score,probability
217914,657.094647,0.312652
215956,630.918696,0.395351
235210,584.440932,0.554642
203099,577.313365,0.578898
239584,663.014320,0.295293
174560,656.001672,0.315917
172917,570.294842,0.602418
9774,637.002439,0.375378
56084,560.815153,0.633432
175038,578.396479,0.575234
106415,642.527599,0.357597
106982,649.956705,0.334301
199384,638.193810,0.371514
5387,628.325578,0.403976
97850,509.362930,0.779069
53714,576.602940,0.581297
207102,697.394286,0.206456
69980,645.767624,0.347346
20579,661.524285,0.299610
215767,582.125270,0.562557
18020,616.438496,0.444199
56175,608.940915,0.469987
67525,632.814996,0.389084
18737,590.745723,0.532962
197090,600.558303,0.499002
101262,657.479139,0.311508
101564,572.632266,0.594632
229102,600.666278,0.498628
71351,689.479868,0.225010
218663,517.540638,0.758940
120006,573.154185,0.592887
96758,636.367094,0.377445
65711,638.731011,0.369776
190078,568.705728,0.607682
113769,574.941521,0.586893
47634,648.110006,0.340022
227708,708.842197,0.181663
139288,559.273764,0.638379
197935,596.592607,0.512744
12209,652.091161,0.327748
88919,558.678692,0.640281
89516,590.494066,0.533831
47283,559.547201,0.637503
193291,677.639547,0.254916
230261,634.837512,0.382441
44710,684.801786,0.236520
62144,539.493727,0.699001
235132,599.569023,0.502431
235519,589.410676,0.537566
98299,633.594824,0.386518
24660,580.413503,0.568388
115443,701.370358,0.197572
217331,626.472535,0.410176
64281,638.512488,0.370483
29505,653.521260,0.323395
187750,681.782170,0.244163
146939,641.212230,0.361797
233911,569.833155,0.603950
104401,641.064793,0.362269
170402,649.368535,0.336118
27077,619.924884,0.432301
129835,705.053010,0.189603
107422,687.855916,0.228960
168915,536.642557,0.707251
73197,641.887177,0.359639
120157,574.943805,0.586885
26995,547.520195,0.675085
131631,567.154225,0.612798
1890,522.936728,0.744991
52449,681.143277,0.245801
19207,545.269800,0.681890
184327,637.151508,0.374894
120646,591.057438,0.531887
173260,662.774033,0.295987
184798,673.462473,0.266070
83949,616.044783,0.445547
26647,655.294531,0.318040
225749,578.736750,0.574081
134301,595.478957,0.516600
98373,612.983010,0.456055
60185,636.608182,0.376660
98952,597.099330,0.510989
145671,621.302189,0.427622
128264,663.463445,0.293999
35866,722.109353,0.155901
80944,609.182686,0.469152
61196,578.381120,0.575286
110005,638.443730,0.370705
146634,495.002936,0.811428
236996,595.152351,0.517731
108514,633.915515,0.385464
129957,545.000058,0.682701
160290,668.576941,0.279503
13997,621.293424,0.427651
32424,528.515284,0.730023
32021,669.038519,0.278216
25010,569.144369,0.606232
179246,676.835055,0.257040
136127,564.676265,0.620917
89981,566.789278,0.613998
136698,617.763976,0.439668
160006,619.017610,0.435391
149389,594.297849,0.520688
172305,662.490633,0.296806
78972,688.025441,0.228546
26213,639.392817,0.367641
8947,645.737474,0.347441
124246,675.996630,0.259266
18653,609.896043,0.466690
179667,553.190409,0.657612
74680,615.527500,0.447319
121838,615.144021,0.448634
179268,670.680164,0.273669
164288,561.577326,0.630975
79129,561.753964,0.630404
25544,540.405415,0.696335
180932,645.004461,0.349749
87706,608.025743,0.473148
112463,626.152842,0.411249
165483,636.239949,0.377860
44777,620.954524,0.428802
46380,614.225724,0.451785
67708,614.518766,0.450779
173080,624.335147,0.417363
15708,592.066399,0.528403
8193,586.433129,0.547810
235239,645.860596,0.347054
145619,566.531330,0.614845
249181,630.570455,0.396506
198903,596.936461,0.511553
106587,668.342731,0.280157
131327,669.697853,0.276384
225277,654.966510,0.319027
213700,629.012165,0.401686
123412,598.224366,0.507091
29899,578.807999,0.573839
117871,670.759396,0.273451
201717,663.339947,0.294354
201648,618.122757,0.438443
173778,678.756819,0.251985
149338,546.177204,0.679155
928,554.057684,0.654899
95890,647.438712,0.342113
110780,534.159017,0.714328
6076,597.671658,0.509006
88693,612.903630,0.456328
20166,628.899346,0.402062
14801,639.413647,0.367574
74497,641.251239,0.361672
151719,643.209540,0.355428
86113,637.957363,0.372279
152643,596.153435,0.514265
5819,589.828870,0.536125
134217,652.424999,0.326729
135905,610.279425,0.465367
40815,625.618595,0.413043
138577,627.246991,0.407581
234964,568.701255,0.607697
169775,572.900714,0.593735
69451,542.638175,0.689751
113108,647.255327,0.342686
126573,526.500476,0.735492
10293,627.384584,0.407121
46915,714.045648,0.171184
177426,688.395036,0.227643
53174,681.571181,0.244703
76341,550.908302,0.664699
232168,616.314427,0.444624
231487,612.089397,0.459130
145349,583.098699,0.559233
175516,575.270364,0.585787
213763,567.049196,0.613143
18256,524.629784,0.740507
191622,687.481573,0.229878
124878,589.698158,0.536575
222203,625.213514,0.414405
120010,550.496848,0.665969
243102,566.116708,0.616205
89232,590.228198,0.534748
86402,639.635564,0.366859
225509,667.842639,0.281558
6505,564.311138,0.622107
6839,510.453022,0.776456
14120,554.442786,0.653692
114330,633.504621,0.386814
147743,571.329227,0.598979
196492,622.659441,0.423023
51303,616.406613,0.444308
52044,551.763542,0.662051
19637,573.593098,0.591417
57385,646.062375,0.346421
34110,517.364938,0.759386
124153,630.760977,0.395874
55116,721.322145,0.157343
181282,574.782027,0.587429
54377,667.492047,0.282542
124973,567.999300,0.610015
2371,672.026746,0.269974
33548,643.730484,0.353776
65599,623.934774,0.418714
112460,520.943440,0.750205
29081,696.701847,0.208033
47856,558.072256,0.642215
105544,531.606721,0.721493
113033,587.013459,0.545816
72422,544.729095,0.683514
40453,492.247559,0.817204
99282,559.594315,0.637352
40063,645.381269,0.348562
214962,590.516854,0.533752
166018,622.793348,0.422570
100028,626.827962,0.408985
68951,530.139762,0.725561
145855,618.723589,0.436393
159117,607.442138,0.475165
63687,582.645155,0.560783
237382,569.054876,0.606528
197027,539.075384,0.700220
3132,609.764015,0.467145
32119,569.428931,0.605290
43104,603.109073,0.490163
139144,725.761208,0.149355
243943,576.821034,0.580561
157115,530.237389,0.725292
181931,548.570459,0.671883
129950,637.969114,0.372241
11906,611.924801,0.459697
122614,650.766503,0.331807
179286,533.968754,0.714866
55118,597.889040,0.508253
108779,600.715679,0.498457
32284,558.292433,0.641514
245230,614.565617,0.450618
222061,657.676229,0.310922
14231,600.591259,0.498888
107692,661.481381,0.299734
231494,585.913156,0.549595
39876,712.078787,0.175087
43508,590.434029,0.534038
27573,638.464451,0.370638
33243,658.836897,0.307485
105785,537.881091,0.703684
93298,659.253913,0.306256
56751,512.612984,0.771216
165815,630.884099,0.395466
246595,717.515665,0.164467
185346,582.918052,0.559851
24895,602.537674,0.492143
132132,562.670707,0.627439
39103,568.380345,0.608757
56901,667.840397,0.281564
166557,624.711262,0.416096
147118,575.762983,0.584129
167799,640.996380,0.362488
204567,523.713708,0.742939
65827,609.669017,0.467473
142860,580.303902,0.568760
202522,674.153193,0.264204
146518,598.080101,0.507591
18711,636.727096,0.376273
169185,635.169545,0.381354
92978,522.219772,0.746875
234684,590.317428,0.534440
111788,703.588385,0.192742
28198,646.942476,0.343663
179814,603.398754,0.489160
134899,548.825068,0.671105
122842,652.875582,0.325357
61475,587.253306,0.544992
43795,594.250164,0.520853
40510,685.181937,0.235570
127895,555.027940,0.651853
25643,661.954535,0.298359
78309,598.080101,0.507591
167686,667.442747,0.282680
21533,632.031129,0.391670
31158,614.975032,0.449214
195750,636.313676,0.377619
162032,678.339535,0.253077
128398,649.078173,0.337016
121446,737.186120,0.130329
219232,650.150338,0.333704
249857,691.036378,0.221270
194682,554.765440,0.652679
202702,635.613941,0.379902
160015,558.012991,0.642404
86337,593.935350,0.521942
71478,587.418304,0.544425
127990,646.215032,0.345942
78192,633.891617,0.385543
78363,651.129996,0.330691
71030,644.421330,0.351589
16248,665.398000,0.288463
150828,622.103291,0.424906
191823,636.388389,0.377376
30318,674.272550,0.263882
133240,698.524567,0.203901
63631,563.610190,0.624389
46647,622.895942,0.422223
246172,607.151890,0.476169
170662,603.472012,0.488906
192083,682.534216,0.242244
129744,533.649060,0.715769
149652,571.070580,0.599840
157883,591.307503,0.531023
41211,559.273764,0.638379
33158,723.744116,0.152942
179801,589.537402,0.537130
104732,593.849455,0.522239
73701,584.859813,0.553207
248523,590.603835,0.533452
117349,629.763677,0.399185
146701,638.872283,0.369320
1695,680.068056,0.248575
9586,680.382202,0.247762
76075,619.547762,0.433585
247690,595.186671,0.517612
231277,635.677399,0.379695
74579,582.758645,0.560395
50695,674.261383,0.263912
227293,598.224366,0.507091
109683,566.274836,0.615687
15535,626.078565,0.411498
121658,667.815356,0.281634
119503,606.470617,0.478525
233493,602.188738,0.493352
101116,705.885469,0.187836
76574,641.854546,0.359744
137691,592.378837,0.527323
27791,689.327351,0.225379
75263,684.251443,0.237901
178161,569.100724,0.606376
132401,659.272461,0.306201
42216,666.516167,0.285292
175727,691.920244,0.219166
14582,634.353246,0.384028
82501,667.672856,0.282034
130038,650.610103,0.332288
108943,526.443777,0.735645
219783,691.110826,0.221092
121980,573.252780,0.592557
104115,659.817784,0.304597
139777,628.987443,0.401769
221009,566.336904,0.615483
30133,609.680276,0.467434
246579,614.131574,0.452108
159100,671.643642,0.271022
132223,613.663552,0.453716
249052,666.296969,0.285912
237133,678.857274,0.251723
244564,691.639434,0.219833
129573,647.203622,0.342847
240746,492.069120,0.817573
78759,636.107376,0.378292
200981,691.680326,0.219735
206050,641.268218,0.361618
134477,630.904477,0.395398
32930,652.933009,0.325182
167377,616.744669,0.443152
121717,669.543327,0.276813
4966,584.589317,0.554134
131333,589.206824,0.538269
225653,550.591827,0.665676
176809,611.799312,0.460129
158145,567.466025,0.611772
142148,685.189989,0.235550
43093,598.363946,0.506607
229933,628.908602,0.402031
54236,596.922601,0.511601
109306,689.262448,0.225536
170443,599.875231,0.501370
36730,558.150618,0.641966
168705,554.787962,0.652608
76306,537.867285,0.703723
192209,541.107218,0.694274
31270,659.800791,0.304647
211021,557.918737,0.642704
161542,612.066279,0.459210
46377,687.855916,0.228960
211071,668.364652,0.280096
193499,620.983191,0.428704
151653,588.303633,0.541379
203221,577.000801,0.579954
41019,519.500979,0.753934
179590,741.619832,0.123519
214066,703.058300,0.193888
146775,678.527997,0.252584
93640,583.609723,0.557486
97270,605.962239,0.480284
205967,502.415522,0.795200
132633,619.680107,0.433134
10513,728.668286,0.144307
113330,570.258293,0.602539
204468,599.455746,0.502824
124700,587.026783,0.545771
85459,579.292751,0.572195
209198,573.341071,0.592261
81647,520.113968,0.752354
22683,595.482197,0.516589
141924,585.449931,0.551184
51854,630.365380,0.397186
57648,589.130533,0.538532
48173,681.456479,0.244997
90236,617.530838,0.440464
40730,584.501330,0.554435
5370,692.665049,0.217404
165365,638.292116,0.371195
115502,659.877625,0.304422
153683,617.492890,0.440594
131462,673.244307,0.266661
148146,523.931406,0.742363
87038,642.355476,0.358146
10425,598.080101,0.507591
189541,597.043171,0.511183
150540,692.436262,0.217944
146295,572.181309,0.596138
182518,654.313396,0.320997
79147,675.024262,0.261863
240914,636.727096,0.376273
158556,608.637578,0.471034
23824,720.964226,0.158002
171096,648.123405,0.339980
227615,597.893946,0.508236
84074,626.639043,0.409618
184356,628.613558,0.403015
243143,621.721951,0.426198
130330,646.989711,0.343516
91735,599.077238,0.504135
168030,621.398238,0.427296
8745,593.858480,0.522208
56952,585.631303,0.550562
101507,753.587429,0.106650
147066,549.844937,0.667976
60126,665.288741,0.288774
67852,650.553554,0.332462
10861,625.212850,0.414407
122761,615.901065,0.446040
193814,674.852874,0.262323
198637,622.669201,0.422990
244950,560.120951,0.635663
22069,583.114005,0.559181
154903,644.839315,0.350269
104114,565.708235,0.617543
43631,651.375596,0.329938
32939,567.289387,0.612353
136319,621.522357,0.426875
107592,679.708013,0.249508
95102,604.361855,0.485824
240935,586.904781,0.546190
90764,629.610688,0.399694
241954,613.261092,0.455099
171222,607.448427,0.475144
58597,587.995299,0.542440
89530,564.319788,0.622079
30774,618.167692,0.438289
131715,612.022729,0.459360
22946,607.361409,0.475444
19066,647.997138,0.340373
19026,590.317428,0.534440
21679,644.610960,0.350990
34443,566.609176,0.614589
225641,617.197324,0.441604
129024,692.337603,0.218177
19970,618.333534,0.437723
204235,610.279425,0.465367
71246,560.268586,0.635189
140977,587.182509,0.545235
90249,585.886453,0.549687
157531,673.241633,0.266668
104311,601.210059,0.496744
220044,596.264866,0.513879
194548,739.393340,0.126900
100025,588.914823,0.539275
69944,673.124339,0.266986
182579,659.750560,0.304795
113064,673.949923,0.264752
27087,521.578724,0.748551
58653,671.937128,0.270219
51598,594.043482,0.521568
214447,647.094780,0.343187
60009,732.404653,0.138028
219520,491.728284,0.818277
104464,565.686688,0.617614
211309,643.785965,0.353600
37730,676.697913,0.257403
230844,676.250718,0.258590
51135,688.020167,0.228558
183034,558.184117,0.641859
220546,622.748179,0.422723
160000,627.980258,0.405129
57910,574.932526,0.586923
126534,643.623318,0.354115
39564,526.272258,0.736107
223783,758.573826,0.100241
154451,571.070580,0.599840
171215,610.380465,0.465019
32089,576.240829,0.582519
30965,659.532099,0.305437
62164,614.723064,0.450078
96450,623.801769,0.419162
168067,661.615078,0.299345
249566,535.519098,0.710465
236612,707.558766,0.184323
20733,659.495164,0.305545
213942,571.953751,0.596897
173852,623.051870,0.421695
158147,637.478010,0.373833
146604,592.063296,0.528413
179052,600.831909,0.498054
246655,615.792058,0.446413
146222,571.753547,0.597565
46870,646.782367,0.344164
156077,550.212992,0.666844
50316,580.590141,0.567787
162052,583.806430,0.556814
16118,614.821183,0.449741
214294,648.137880,0.339935
1684,526.827918,0.734608
73128,595.045283,0.518101
226554,634.353246,0.384028
123959,663.724736,0.293248
40789,551.110395,0.664074
200198,580.574355,0.567841
142539,584.122041,0.555734
100339,579.842386,0.570329
206705,619.474096,0.433836
135902,638.347006,0.371018
82390,644.812091,0.350355
140186,603.871133,0.487524
197304,605.927273,0.480405
149774,508.110621,0.782042
47585,577.193312,0.579304
8357,618.829379,0.436032
198071,473.881549,0.852220
247424,662.437960,0.296958
157813,606.098939,0.479811
175155,607.733447,0.474158
21586,674.261383,0.263912
85788,709.373844,0.180570
203888,577.809676,0.577220
219269,624.335147,0.417363
196279,657.977011,0.310029
126548,631.888365,0.392142
178952,558.952865,0.639405
129273,616.036862,0.445574
98626,695.983948,0.209678
107290,582.473819,0.561368
35964,615.890432,0.446076
104530,702.174862,0.195809
183303,558.828217,0.639804
33224,607.842026,0.473783
95710,677.089375,0.256367
37691,649.919825,0.334414
98484,570.258293,0.602539
218450,642.724375,0.356971
41236,585.177191,0.552119
94074,602.218877,0.493248
135983,622.933097,0.422097
9734,661.674000,0.299174
217141,685.198633,0.235528
14416,583.911556,0.556454
86382,656.649393,0.313980
209885,574.069928,0.589819
186884,718.246200,0.163080
159142,627.818134,0.405671
49453,522.190088,0.746952
107636,630.055822,0.398214
130689,558.146475,0.641979
57627,671.750472,0.270730
115950,642.356743,0.358142
182822,680.871195,0.246501
214335,600.592653,0.498883
41499,579.882410,0.570193
248708,644.698439,0.350714
224992,684.203352,0.238022
86450,578.252179,0.575723
83876,752.281559,0.108387
120498,562.800446,0.627018
112952,643.312771,0.355101
118785,619.913207,0.432341
149651,566.020605,0.616520
31867,626.252103,0.410916
92340,669.540165,0.276822
108717,652.892893,0.325304
3756,660.205930,0.303459
103260,534.804572,0.712499
248149,611.485435,0.461210
20250,573.862679,0.590514
234646,656.823574,0.313460
187218,646.577818,0.344805
214442,636.727291,0.376273
111039,586.442073,0.547779
86679,588.988812,0.539020
85468,673.905836,0.264871
163813,735.457935,0.133068
12481,627.995429,0.405078
25924,678.607754,0.252375
211536,703.183607,0.193617
88142,526.963034,0.734243
57586,598.466250,0.506253
137914,646.942674,0.343663
190839,663.404635,0.294168
17834,543.706838,0.686571
52770,586.872651,0.546300
185492,560.136127,0.635615
130937,572.576545,0.594818
67588,635.911339,0.378931
222256,604.709515,0.484620
204795,671.960620,0.270155
82884,536.952199,0.706362
118928,599.077238,0.504135
25950,724.973283,0.150748
120935,557.064901,0.645418
88140,585.955304,0.549450
146076,592.843976,0.525716
248694,603.387715,0.489198
67822,645.010659,0.349729
21348,615.784397,0.446439
183669,619.223573,0.434689
55709,570.655220,0.601221
74545,633.038432,0.388348
163448,722.539534,0.155118
25831,648.039458,0.340241
103797,622.144099,0.424767
206983,598.771264,0.505196
10665,661.635611,0.299286
211283,591.245975,0.531236
189908,630.166838,0.397845
202166,531.021015,0.723122
73556,606.832997,0.477272
128956,620.610682,0.429970
125555,569.330837,0.605614
101778,573.110855,0.593032
33009,670.360742,0.274550
124611,613.633564,0.453819
10269,623.752822,0.419328
6166,663.744107,0.293192
79784,594.231264,0.520918
60654,612.820956,0.456613
16707,636.184275,0.378041
201613,575.506945,0.584991
117391,606.493837,0.478445
98947,642.053769,0.359108
243854,644.434470,0.351548
15722,608.140847,0.472750
142097,566.789278,0.613998
213950,687.856986,0.228958
93168,571.907041,0.597053
22114,659.020665,0.306943
113045,566.955536,0.613451
5204,634.148594,0.384699
180364,620.077273,0.431783
6976,637.706210,0.373093
31452,653.058684,0.324800
217825,624.607421,0.416446
131071,597.493116,0.509624
98598,659.789375,0.304681
58405,699.481490,0.201756
156833,649.973700,0.334248
22115,609.058401,0.469581
47256,610.882414,0.463288
211570,638.438203,0.370723
124859,647.024762,0.343406
153052,581.636540,0.564224
145084,625.064503,0.414907
53683,587.732828,0.543343
207662,610.955984,0.463034
164659,699.641547,0.201399
94720,763.344278,0.094432
96563,611.986365,0.459485
223707,587.803808,0.543099
166913,674.040600,0.264507
158747,648.987428,0.337298
201207,576.769746,0.580735
112725,621.203271,0.427957
144861,652.678822,0.325956
64050,737.404348,0.129986
11639,491.218720,0.819325
148740,534.492740,0.713383
46370,597.577729,0.509331
216005,574.633761,0.587927
217766,655.633374,0.317022
218502,658.441188,0.308654
225794,578.942937,0.573382
17142,620.786878,0.429371
37454,665.849335,0.287181
69193,633.915515,0.385464
215658,567.611183,0.611294
152579,638.347006,0.371018
249216,587.151227,0.545343
241576,563.818202,0.623712
61436,541.725680,0.692451
33501,657.977011,0.310029
157766,590.494066,0.533831
56003,640.507964,0.364054
184249,696.504590,0.208484
204943,713.878731,0.171513
194810,673.274570,0.266579
180934,670.063410,0.275372
201016,612.147308,0.458931
14249,661.701257,0.299095
76364,583.911556,0.556454
167830,613.679060,0.453663
59096,629.991676,0.398427
102681,704.367643,0.191067
15121,657.464259,0.311552
249790,683.110022,0.240781
159493,605.601059,0.481534
67006,533.186303,0.717072
101900,530.188876,0.725426
12195,644.627002,0.350940
131823,783.952774,0.072670
45719,673.772639,0.265231
9324,539.632256,0.698597
194073,678.242781,0.253331
21406,642.134928,0.358849
95626,510.024005,0.777487
76958,600.599277,0.498860
9618,566.531330,0.614845
18583,771.467550,0.085232
139881,611.767916,0.460237
73111,680.854536,0.246544
138609,632.189572,0.391147
139246,547.991643,0.673650
136640,643.368237,0.354925
59220,512.983663,0.770308
43134,590.491152,0.533841
206275,647.695266,0.341313
29332,664.865356,0.289981
9441,635.582413,0.380005
187548,542.295845,0.690765
10349,618.168198,0.438288
176228,652.843797,0.325454
178611,560.293256,0.635110
55121,644.250462,0.352129
24066,655.964211,0.316030
215072,629.357182,0.400537
154280,588.621570,0.540285
86513,576.051379,0.583157
140883,607.990424,0.473270
169273,621.559688,0.426748
13856,577.112682,0.579577
61054,562.145969,0.629137
131927,616.019520,0.445634
42344,584.236457,0.555342
54722,655.546033,0.317284
38363,644.299627,0.351974
5271,779.254951,0.077183
225929,540.405415,0.696335
39594,575.944234,0.583518
70292,617.408943,0.440880
44815,755.367396,0.104322
186768,653.497832,0.323466
209115,644.443605,0.351519
103850,591.076007,0.531823
52155,652.678822,0.325956
218390,551.850039,0.661783
153843,624.432551,0.417035
152801,530.727352,0.723936
244385,629.744719,0.399248
175914,624.720662,0.416064
153906,598.795966,0.505110
134986,581.652709,0.564168
81968,688.422872,0.227576
84584,614.981083,0.449193
122504,602.038770,0.493872
16282,589.448523,0.537436
126936,532.273931,0.719631
247526,632.227668,0.391021
68659,638.109019,0.371788
235223,578.629704,0.574444
182833,660.307070,0.303162
51024,643.723204,0.353799
217402,638.788258,0.369591
69400,602.660897,0.491716
95437,677.938866,0.254129
209876,577.193312,0.579304
148728,662.751652,0.296051
135816,614.590940,0.450531
175542,667.639971,0.282126
3840,689.491764,0.224981
158393,586.249346,0.548441
127948,600.100100,0.500591
36766,578.683351,0.574262
138802,689.588789,0.224747
248681,690.301376,0.223030
72209,646.231801,0.345889
16797,567.289387,0.612353
472,523.053509,0.744683
163757,633.915515,0.385464
38084,617.876444,0.439284
121588,586.984185,0.545917
233448,685.062503,0.235868
64263,626.606517,0.409727
109601,581.456257,0.564838
4239,627.583465,0.406455
40048,594.999300,0.518260
71400,549.943249,0.667674
197661,622.508603,0.423533
130668,531.040256,0.723069
197621,617.468849,0.440676
176759,603.344453,0.489348
31967,658.021655,0.309897
100484,625.664828,0.412888
41656,592.732211,0.526102
156957,536.468343,0.707751
224855,582.194758,0.562320
47867,637.007472,0.375362
38249,566.646763,0.614466
81841,584.423961,0.554700
150690,645.306861,0.348796
167178,561.577326,0.630975
164488,601.883226,0.494411
197346,539.075384,0.700220
100825,637.449244,0.373927
56294,622.467384,0.423673
122565,593.951242,0.521887
53246,577.278584,0.579016
93141,606.752915,0.477549
80329,639.860556,0.366135
42741,632.450855,0.390285
214963,579.743653,0.570664
192874,612.324030,0.458323
38826,733.156064,0.136793
249671,649.016216,0.337208
186147,733.814958,0.135718
12329,568.313987,0.608976
69756,472.061582,0.855370
155085,605.215655,0.482868
128381,578.732261,0.574096
186417,564.412225,0.621778
126216,665.435484,0.288357
154630,615.717825,0.446667
125542,608.545780,0.471351
59106,576.256719,0.582465
82370,590.390517,0.534188
239881,591.443650,0.530553
107132,621.573769,0.426700
11449,531.950498,0.720535
82968,588.063808,0.542204
96407,600.917292,0.497758
51800,554.247066,0.654306
102763,634.060648,0.384988
195533,558.616304,0.640480
77560,551.850039,0.661783
101292,567.466025,0.611772
128291,566.789278,0.613998
179490,601.205614,0.496759
57874,583.629792,0.557418
137522,610.470320,0.464709
64514,584.282751,0.555184
21260,620.958746,0.428787
96643,610.961432,0.463016
117841,601.307448,0.496406
5897,607.231537,0.475894
249832,616.757044,0.443109
153606,618.359434,0.437635
164664,619.383773,0.434143
43154,592.477503,0.526982
48826,657.110625,0.312604
135989,635.712888,0.379579
133614,618.577673,0.436890
3539,636.915060,0.375662
92738,613.476208,0.454360
212946,642.183534,0.358694
34218,589.129517,0.538535
75030,607.913564,0.473536
17292,507.903152,0.782532
157498,660.205921,0.303459
236532,581.939428,0.563191
114640,577.511558,0.578229
153281,561.046234,0.632687
24629,599.538837,0.502536
30143,702.352056,0.195423
46321,609.970138,0.466434
224471,601.017237,0.497412
1481,494.523414,0.812443
240390,682.420209,0.242534
189996,635.148454,0.381423
138471,601.555434,0.495547
122270,483.029038,0.835526
54007,650.195973,0.333563
122318,684.699104,0.236777
202432,513.065710,0.770107
174670,583.201176,0.558883
213014,595.899217,0.515145
26409,524.758986,0.740162
239451,555.146460,0.651480
233133,635.013419,0.381865
239970,671.492806,0.271436
214713,667.528900,0.282438
27506,593.856614,0.522214
157642,567.154225,0.612798
76145,586.530092,0.547477
213897,598.080101,0.507591
143742,640.961201,0.362601
232910,611.160893,0.462328
18746,532.478573,0.719058
30299,562.109764,0.629254
83535,526.436550,0.735665
145326,648.272367,0.339517
188015,736.773547,0.130979
233698,590.617306,0.533406
218349,562.670707,0.627439
167488,695.811773,0.210073
90342,546.893070,0.676989
150134,605.145536,0.483111
225999,612.739551,0.456893
219403,633.282072,0.387546
223469,746.582024,0.116263
63098,584.831008,0.553306
97994,609.514295,0.468007
70416,634.090238,0.384891
172011,568.463955,0.608481
106847,656.481627,0.314481
115571,630.021120,0.398329
245052,592.329436,0.527494
19471,610.853984,0.463386
39843,529.582174,0.727098
74144,582.142362,0.562499
24266,567.222429,0.612574
89494,597.586166,0.509302
234194,536.537131,0.707554
24896,658.918499,0.307244
93435,585.793705,0.550005
193299,569.842040,0.603921
10246,601.919286,0.494286
110025,629.764512,0.399182
130155,540.809422,0.695149
219712,551.142308,0.663975
2628,567.044727,0.613158
164566,587.999789,0.542425
211288,604.177631,0.486462
152668,570.631773,0.601299
169700,634.443544,0.383732
223215,680.017069,0.248707
102345,701.518763,0.197246
12392,688.093092,0.228380
85095,592.574299,0.526648
246449,645.955614,0.346756
174778,663.501636,0.293889
227210,611.003133,0.462872
17302,574.553627,0.588196
61264,597.984440,0.507922
205875,564.317542,0.622086
129546,650.953100,0.331234
183687,559.408869,0.637946
26138,621.316562,0.427573
166817,601.256968,0.496581
194616,616.897489,0.442629
148436,571.092020,0.599768
46237,672.504171,0.268672
31131,631.337939,0.393962
53641,629.608119,0.399702
4799,545.754156,0.680432
53834,625.852750,0.412256
127504,653.637313,0.323043
29908,616.381750,0.444394
39119,637.253521,0.374562
148643,554.581868,0.653255
225470,723.977902,0.152523
27071,577.698578,0.577596
113532,644.566620,0.351130
2089,578.345635,0.575406
237501,626.546804,0.409927
191955,651.696647,0.328954
233690,542.737253,0.689457
94765,536.341500,0.708114
12565,682.542706,0.242222
227069,692.940673,0.216754
125036,573.867007,0.590499
130190,545.639173,0.680778
177288,646.234404,0.345881
155160,620.818741,0.429263
61956,546.080732,0.679447
232177,691.892553,0.219231
206156,657.865349,0.310361
171789,626.691572,0.409442
216851,721.462551,0.157085
178698,639.476785,0.367370
15299,724.958299,0.150774
200612,587.182509,0.545235
135525,572.138456,0.596281
64033,556.577305,0.646963
205248,673.210804,0.266751
208898,599.069296,0.504163
235044,554.509627,0.653482
63077,668.859589,0.278715
188546,611.434403,0.461386
73677,655.806702,0.316502
209024,552.179012,0.660761
37465,539.231833,0.699764
28755,578.281794,0.575622
136767,597.552324,0.509419
10112,689.224453,0.225628
112218,616.036862,0.445574
200406,698.455283,0.204057
205842,624.335147,0.417363
83688,507.936108,0.782454
246967,539.598007,0.698697
130128,541.642062,0.692698
192157,628.205015,0.404378
76716,628.133188,0.404618
64830,561.455086,0.631369
247721,533.397537,0.716478
109841,685.202546,0.235518
128005,529.327908,0.727797
72287,618.127178,0.438428
12112,608.803330,0.470462
138178,657.221652,0.312274
132750,609.350368,0.468573
191369,597.246560,0.510479
53976,669.843401,0.275981
115440,633.674716,0.386255
119728,582.143857,0.562494
186876,631.032632,0.394973
111402,611.194158,0.462214
105934,585.095375,0.552400
7277,604.595457,0.485015
231458,557.023979,0.645547
89822,686.890919,0.231330
168759,562.640857,0.627535
83980,675.157517,0.261506
46145,655.743411,0.316692
20794,640.521253,0.364012
112396,537.130683,0.705848
65444,636.753468,0.376188
225426,551.027189,0.664331
34229,690.695914,0.222084
210379,578.925643,0.573441
184589,552.287275,0.660425
167097,602.543692,0.492122
169948,658.236008,0.309262
215276,590.494066,0.533831
204187,574.069928,0.589819
152294,591.886658,0.529023
132783,608.046069,0.473078
19440,626.187214,0.411133
118879,618.137654,0.438392
4342,610.279969,0.465365
114945,580.627819,0.567659
29450,573.734139,0.590945
17994,589.775792,0.536308
91681,581.397128,0.565039
53439,585.250483,0.551868
31500,640.678222,0.363508
175570,645.885136,0.346977
201872,553.975846,0.655156
144996,680.302668,0.247968
162764,568.731334,0.607598
204053,566.326946,0.615516
57353,635.575199,0.380028
95072,673.920979,0.264830
42045,554.765440,0.652679
139407,612.447403,0.457898
17338,611.291494,0.461878
61352,663.798111,0.293037
100676,631.358511,0.393894
242089,550.769367,0.665128
101719,674.414230,0.263501
53642,582.050833,0.562811
204106,580.763818,0.567196
179689,700.164023,0.200236
196508,638.291599,0.371197
173342,589.553236,0.537075
235845,635.348065,0.380771
140484,651.192922,0.330498
3250,647.030925,0.343387
227415,695.142316,0.211618
152171,588.162692,0.541864
96109,683.105845,0.240792
55301,617.159291,0.441734
86181,678.019124,0.253918
243164,652.216479,0.327366
128752,646.119911,0.346240
117812,520.067943,0.752473
